KODE DAN DATA ADMINISTRASI PEMERINTAHAN (PROVINSI, KABUPATEN/KOTA, KECAMATAN, DESA DAN KELURAHAN);;;;;;;;;;
KEPMENDAGRI Nomor 300.2.2 - 2138 TAHUN 2025;;;;;;;;;;
No;Kode Wilayah;Kode_Prov;Kode_Kab;Kode_Kec;Kode_Kel/Desa;Provinsi;Kabupaten/Kota;Kecamatan;Kelurahan/Desa;TIPE
6332;11.73.03.2013;11.;11.73.;11.73.03.;11.73.03.2013;Aceh;Kota Lhokseumawe;Blang Mangat;Kumbang Punteuet;Desa
6333;11.73.03.2014;11.;11.73.;11.73.03.;11.73.03.2014;Aceh;Kota Lhokseumawe;Blang Mangat;Mesjid Punteuet;Desa
6334;11.73.03.2015;11.;11.73.;11.73.03.;11.73.03.2015;Aceh;Kota Lhokseumawe;Blang Mangat;Ulee Blang Mane;Desa
6335;11.73.03.2016;11.;11.73.;11.73.03.;11.73.03.2016;Aceh;Kota Lhokseumawe;Blang Mangat;Keude Punteuet;Desa
6336;11.73.03.2017;11.;11.73.;11.73.03.;11.73.03.2017;Aceh;Kota Lhokseumawe;Blang Mangat;Alue Lim;Desa
6337;11.73.03.2018;11.;11.73.;11.73.03.;11.73.03.2018;Aceh;Kota Lhokseumawe;Blang Mangat;Blang Buloh;Desa
6338;11.73.03.2019;11.;11.73.;11.73.03.;11.73.03.2019;Aceh;Kota Lhokseumawe;Blang Mangat;Blang Weu Panjoe;Desa
6339;11.73.03.2020;11.;11.73.;11.73.03.;11.73.03.2020;Aceh;Kota Lhokseumawe;Blang Mangat;Jeulikat;Desa
6340;11.73.03.2021;11.;11.73.;11.73.03.;11.73.03.2021;Aceh;Kota Lhokseumawe;Blang Mangat;Blang Weu Baroh;Desa
6341;11.73.03.2022;11.;11.73.;11.73.03.;11.73.03.2022;Aceh;Kota Lhokseumawe;Blang Mangat;Seuneubok;Desa
6342;11.73.04.2001;11.;11.73.;11.73.04.;11.73.04.2001;Aceh;Kota Lhokseumawe;Muara Satu;Batuphat Barat;Desa
6343;11.73.04.2002;11.;11.73.;11.73.04.;11.73.04.2002;Aceh;Kota Lhokseumawe;Muara Satu;Blang Panyang;Desa
6344;11.73.04.2003;11.;11.73.;11.73.04.;11.73.04.2003;Aceh;Kota Lhokseumawe;Muara Satu;Meunasah Dayah;Desa
6345;11.73.04.2004;11.;11.73.;11.73.04.;11.73.04.2004;Aceh;Kota Lhokseumawe;Muara Satu;Paloh Punti;Desa
6346;11.73.04.2005;11.;11.73.;11.73.04.;11.73.04.2005;Aceh;Kota Lhokseumawe;Muara Satu;Blang Pulo;Desa
6347;11.73.04.2006;11.;11.73.;11.73.04.;11.73.04.2006;Aceh;Kota Lhokseumawe;Muara Satu;Batuphat Timur;Desa
6348;11.73.04.2007;11.;11.73.;11.73.04.;11.73.04.2007;Aceh;Kota Lhokseumawe;Muara Satu;Blang Naleung Mameh;Desa
6349;11.73.04.2008;11.;11.73.;11.73.04.;11.73.04.2008;Aceh;Kota Lhokseumawe;Muara Satu;Cot Trieng;Desa
6350;11.73.04.2009;11.;11.73.;11.73.04.;11.73.04.2009;Aceh;Kota Lhokseumawe;Muara Satu;Padang Sakti;Desa
6351;11.73.04.2010;11.;11.73.;11.73.04.;11.73.04.2010;Aceh;Kota Lhokseumawe;Muara Satu;Meuria Paloh;Desa
6352;11.73.04.2011;11.;11.73.;11.73.04.;11.73.04.2011;Aceh;Kota Lhokseumawe;Muara Satu;Ujong Pacu;Desa
6353;11.74.01.2007;11.;11.74.;11.74.01.;11.74.01.2007;Aceh;Kota Langsa;Langsa Timur;Buket Medang Ara;Desa
6354;11.74.01.2009;11.;11.74.;11.74.01.;11.74.01.2009;Aceh;Kota Langsa;Langsa Timur;Matang Seutui;Desa
6355;11.74.01.2010;11.;11.74.;11.74.01.;11.74.01.2010;Aceh;Kota Langsa;Langsa Timur;Buket Pulo;Desa
6356;11.74.01.2011;11.;11.74.;11.74.01.;11.74.01.2011;Aceh;Kota Langsa;Langsa Timur;Matang Panyang;Desa
6357;11.74.01.2012;11.;11.74.;11.74.01.;11.74.01.2012;Aceh;Kota Langsa;Langsa Timur;Simpang Wie;Desa
6358;11.74.01.2013;11.;11.74.;11.74.01.;11.74.01.2013;Aceh;Kota Langsa;Langsa Timur;Buket Rata;Desa
6359;11.74.01.2014;11.;11.74.;11.74.01.;11.74.01.2014;Aceh;Kota Langsa;Langsa Timur;Buket Meutuah;Desa
6360;11.74.01.2015;11.;11.74.;11.74.01.;11.74.01.2015;Aceh;Kota Langsa;Langsa Timur;Alue Merbau;Desa
6361;11.74.01.2016;11.;11.74.;11.74.01.;11.74.01.2016;Aceh;Kota Langsa;Langsa Timur;Matang Cengai;Desa
6362;11.74.01.2017;11.;11.74.;11.74.01.;11.74.01.2017;Aceh;Kota Langsa;Langsa Timur;Seunubok Antara;Desa
6363;11.74.01.2018;11.;11.74.;11.74.01.;11.74.01.2018;Aceh;Kota Langsa;Langsa Timur;Alue Pineung;Desa
6364;11.74.01.2019;11.;11.74.;11.74.01.;11.74.01.2019;Aceh;Kota Langsa;Langsa Timur;Sukarejo;Desa
6365;11.74.01.2020;11.;11.74.;11.74.01.;11.74.01.2020;Aceh;Kota Langsa;Langsa Timur;Cinta Raja;Desa
6366;11.74.01.2021;11.;11.74.;11.74.01.;11.74.01.2021;Aceh;Kota Langsa;Langsa Timur;Sungai Lueng;Desa
6367;11.74.01.2025;11.;11.74.;11.74.01.;11.74.01.2025;Aceh;Kota Langsa;Langsa Timur;Alue Pineung Timue;Desa
6368;11.74.01.2026;11.;11.74.;11.74.01.;11.74.01.2026;Aceh;Kota Langsa;Langsa Timur;Kapa;Desa
6369;11.74.02.2005;11.;11.74.;11.74.02.;11.74.02.2005;Aceh;Kota Langsa;Langsa Barat;Lhok Banie;Desa
6370;11.74.02.2006;11.;11.74.;11.74.02.;11.74.02.2006;Aceh;Kota Langsa;Langsa Barat;PB. Teungoh;Desa
6371;11.74.02.2007;11.;11.74.;11.74.02.;11.74.02.2007;Aceh;Kota Langsa;Langsa Barat;PB. Beuramo;Desa
6372;11.74.02.2008;11.;11.74.;11.74.02.;11.74.02.2008;Aceh;Kota Langsa;Langsa Barat;Simpang Lhee;Desa
6373;11.74.02.2009;11.;11.74.;11.74.02.;11.74.02.2009;Aceh;Kota Langsa;Langsa Barat;Seuriget;Desa
6374;11.74.02.2015;11.;11.74.;11.74.02.;11.74.02.2015;Aceh;Kota Langsa;Langsa Barat;Matang Seulimeng;Desa
6375;11.74.02.2016;11.;11.74.;11.74.02.;11.74.02.2016;Aceh;Kota Langsa;Langsa Barat;Sungai Pauh;Desa
6376;11.74.02.2017;11.;11.74.;11.74.02.;11.74.02.2017;Aceh;Kota Langsa;Langsa Barat;Kuala Langsa;Desa
6377;11.74.02.2018;11.;11.74.;11.74.02.;11.74.02.2018;Aceh;Kota Langsa;Langsa Barat;Teulaga Tujuh;Desa
6378;11.74.02.2019;11.;11.74.;11.74.02.;11.74.02.2019;Aceh;Kota Langsa;Langsa Barat;Serambi Indah;Desa
6379;11.74.02.2020;11.;11.74.;11.74.02.;11.74.02.2020;Aceh;Kota Langsa;Langsa Barat;Sungai Pauh Pusaka;Desa
6380;11.74.02.2021;11.;11.74.;11.74.02.;11.74.02.2021;Aceh;Kota Langsa;Langsa Barat;Sungai Pauh Tanjong;Desa
6381;11.74.02.2022;11.;11.74.;11.74.02.;11.74.02.2022;Aceh;Kota Langsa;Langsa Barat;Sungai Pauh Firdaus;Desa
6382;11.74.03.2001;11.;11.74.;11.74.03.;11.74.03.2001;Aceh;Kota Langsa;Langsa Kota;Teungoh;Desa
6383;11.74.03.2002;11.;11.74.;11.74.03.;11.74.03.2002;Aceh;Kota Langsa;Langsa Kota;Peukan Langsa;Desa
6384;11.74.03.2004;11.;11.74.;11.74.03.;11.74.03.2004;Aceh;Kota Langsa;Langsa Kota;Jawa;Desa
6385;11.74.03.2005;11.;11.74.;11.74.03.;11.74.03.2005;Aceh;Kota Langsa;Langsa Kota;Paya Bujok Blang Pase;Desa
6386;11.74.03.2006;11.;11.74.;11.74.03.;11.74.03.2006;Aceh;Kota Langsa;Langsa Kota;Blang;Desa
6387;11.74.03.2007;11.;11.74.;11.74.03.;11.74.03.2007;Aceh;Kota Langsa;Langsa Kota;Alue Beurawe;Desa
6388;11.74.03.2009;11.;11.74.;11.74.03.;11.74.03.2009;Aceh;Kota Langsa;Langsa Kota;Daulat;Desa
6389;11.74.03.2010;11.;11.74.;11.74.03.;11.74.03.2010;Aceh;Kota Langsa;Langsa Kota;Meutia;Desa
6390;11.74.03.2011;11.;11.74.;11.74.03.;11.74.03.2011;Aceh;Kota Langsa;Langsa Kota;Blang Seunibong;Desa
6391;11.74.03.2013;11.;11.74.;11.74.03.;11.74.03.2013;Aceh;Kota Langsa;Langsa Kota;Tualang Teungoh;Desa
6392;11.74.04.2001;11.;11.74.;11.74.04.;11.74.04.2001;Aceh;Kota Langsa;Langsa Lama;Pondok Kemuning;Desa
6393;11.74.04.2002;11.;11.74.;11.74.04.;11.74.04.2002;Aceh;Kota Langsa;Langsa Lama;Seulalah;Desa
6394;11.74.04.2003;11.;11.74.;11.74.04.;11.74.04.2003;Aceh;Kota Langsa;Langsa Lama;Pondok Pabrik;Desa
6395;11.74.04.2004;11.;11.74.;11.74.04.;11.74.04.2004;Aceh;Kota Langsa;Langsa Lama;Sidodadi;Desa
6396;11.74.04.2005;11.;11.74.;11.74.04.;11.74.04.2005;Aceh;Kota Langsa;Langsa Lama;Sidorejo;Desa
6397;11.74.04.2006;11.;11.74.;11.74.04.;11.74.04.2006;Aceh;Kota Langsa;Langsa Lama;Baro;Desa
6398;11.74.04.2007;11.;11.74.;11.74.04.;11.74.04.2007;Aceh;Kota Langsa;Langsa Lama;Meurandeh;Desa
6399;11.74.04.2008;11.;11.74.;11.74.04.;11.74.04.2008;Aceh;Kota Langsa;Langsa Lama;Asam Peutik;Desa
6400;11.74.04.2009;11.;11.74.;11.74.04.;11.74.04.2009;Aceh;Kota Langsa;Langsa Lama;Baroh Langsa Lama;Desa
6401;11.74.04.2010;11.;11.74.;11.74.04.;11.74.04.2010;Aceh;Kota Langsa;Langsa Lama;Seulalah Baru;Desa
6402;11.74.04.2011;11.;11.74.;11.74.04.;11.74.04.2011;Aceh;Kota Langsa;Langsa Lama;Sukajadi Kebun Ireng;Desa
6403;11.74.04.2012;11.;11.74.;11.74.04.;11.74.04.2012;Aceh;Kota Langsa;Langsa Lama;Meurandeh Tengah;Desa
6404;11.74.04.2013;11.;11.74.;11.74.04.;11.74.04.2013;Aceh;Kota Langsa;Langsa Lama;Meurandeh Dayah;Desa
6405;11.74.04.2014;11.;11.74.;11.74.04.;11.74.04.2014;Aceh;Kota Langsa;Langsa Lama;Meurandeh Aceh;Desa
6406;11.74.04.2015;11.;11.74.;11.74.04.;11.74.04.2015;Aceh;Kota Langsa;Langsa Lama;Batee Puteh;Desa
6407;11.74.05.2001;11.;11.74.;11.74.05.;11.74.05.2001;Aceh;Kota Langsa;Langsa Baro;Timbang Langsa;Desa
6408;11.74.05.2002;11.;11.74.;11.74.05.;11.74.05.2002;Aceh;Kota Langsa;Langsa Baro;Alue Dua;Desa
6409;11.74.05.2003;11.;11.74.;11.74.05.;11.74.05.2003;Aceh;Kota Langsa;Langsa Baro;Birem Puntong;Desa
6410;11.74.05.2004;11.;11.74.;11.74.05.;11.74.05.2004;Aceh;Kota Langsa;Langsa Baro;Paya Bujok Seuleumak;Desa
6411;11.74.05.2005;11.;11.74.;11.74.05.;11.74.05.2005;Aceh;Kota Langsa;Langsa Baro;Pondok Kelapa;Desa
6412;11.74.05.2006;11.;11.74.;11.74.05.;11.74.05.2006;Aceh;Kota Langsa;Langsa Baro;Karang Anyar;Desa
6413;11.74.05.2007;11.;11.74.;11.74.05.;11.74.05.2007;Aceh;Kota Langsa;Langsa Baro;Paya Bujok Tunong;Desa
6414;11.74.05.2008;11.;11.74.;11.74.05.;11.74.05.2008;Aceh;Kota Langsa;Langsa Baro;Geudubang Jawa;Desa
6415;11.74.05.2009;11.;11.74.;11.74.05.;11.74.05.2009;Aceh;Kota Langsa;Langsa Baro;Geudubang Aceh;Desa
6416;11.74.05.2010;11.;11.74.;11.74.05.;11.74.05.2010;Aceh;Kota Langsa;Langsa Baro;Alue Dua Bakaran Batee;Desa
6417;11.74.05.2011;11.;11.74.;11.74.05.;11.74.05.2011;Aceh;Kota Langsa;Langsa Baro;Lengkong;Desa
6418;11.74.05.2012;11.;11.74.;11.74.05.;11.74.05.2012;Aceh;Kota Langsa;Langsa Baro;Sukajadi Makmur;Desa
6419;11.75.01.2001;11.;11.75.;11.75.01.;11.75.01.2001;Aceh;Kota Subulussalam;Simpang Kiri;Subulussalam;Desa
6420;11.75.01.2002;11.;11.75.;11.75.01.;11.75.01.2002;Aceh;Kota Subulussalam;Simpang Kiri;Pegayo;Desa
6421;11.75.01.2003;11.;11.75.;11.75.01.;11.75.01.2003;Aceh;Kota Subulussalam;Simpang Kiri;Sikalondang;Desa
6422;11.75.01.2004;11.;11.75.;11.75.01.;11.75.01.2004;Aceh;Kota Subulussalam;Simpang Kiri;Buluh Dori;Desa
6423;11.75.01.2005;11.;11.75.;11.75.01.;11.75.01.2005;Aceh;Kota Subulussalam;Simpang Kiri;Subulussalam Utara;Desa
6424;11.75.01.2006;11.;11.75.;11.75.01.;11.75.01.2006;Aceh;Kota Subulussalam;Simpang Kiri;Subulussalam Selatan;Desa
6425;11.75.01.2007;11.;11.75.;11.75.01.;11.75.01.2007;Aceh;Kota Subulussalam;Simpang Kiri;Subulussalam Barat;Desa
6426;11.75.01.2008;11.;11.75.;11.75.01.;11.75.01.2008;Aceh;Kota Subulussalam;Simpang Kiri;Suka Makmur;Desa
6427;11.75.01.2009;11.;11.75.;11.75.01.;11.75.01.2009;Aceh;Kota Subulussalam;Simpang Kiri;Tangga Besi;Desa
6428;11.75.01.2010;11.;11.75.;11.75.01.;11.75.01.2010;Aceh;Kota Subulussalam;Simpang Kiri;Kuta Cepu;Desa
6429;11.75.01.2011;11.;11.75.;11.75.01.;11.75.01.2011;Aceh;Kota Subulussalam;Simpang Kiri;Pasar Panjang;Desa
6430;11.75.01.2012;11.;11.75.;11.75.01.;11.75.01.2012;Aceh;Kota Subulussalam;Simpang Kiri;Mukti Makmur;Desa
6431;11.75.01.2013;11.;11.75.;11.75.01.;11.75.01.2013;Aceh;Kota Subulussalam;Simpang Kiri;Lae Oram;Desa
6432;11.75.01.2014;11.;11.75.;11.75.01.;11.75.01.2014;Aceh;Kota Subulussalam;Simpang Kiri;Makmur Jaya;Desa
6433;11.75.01.2015;11.;11.75.;11.75.01.;11.75.01.2015;Aceh;Kota Subulussalam;Simpang Kiri;Belegen Mulia;Desa
6434;11.75.01.2016;11.;11.75.;11.75.01.;11.75.01.2016;Aceh;Kota Subulussalam;Simpang Kiri;Danau Tras;Desa
6435;11.75.01.2017;11.;11.75.;11.75.01.;11.75.01.2017;Aceh;Kota Subulussalam;Simpang Kiri;Subulussalam Timur;Desa
6436;11.75.02.2001;11.;11.75.;11.75.02.;11.75.02.2001;Aceh;Kota Subulussalam;Penanggalan;Penanggalan;Desa
6437;11.75.02.2002;11.;11.75.;11.75.02.;11.75.02.2002;Aceh;Kota Subulussalam;Penanggalan;Cepu;Desa
6438;11.75.02.2003;11.;11.75.;11.75.02.;11.75.02.2003;Aceh;Kota Subulussalam;Penanggalan;Kuta Tengah;Desa
6439;11.75.02.2004;11.;11.75.;11.75.02.;11.75.02.2004;Aceh;Kota Subulussalam;Penanggalan;Kampung Baru;Desa
6440;11.75.02.2005;11.;11.75.;11.75.02.;11.75.02.2005;Aceh;Kota Subulussalam;Penanggalan;Sikelang;Desa
6441;11.75.02.2006;11.;11.75.;11.75.02.;11.75.02.2006;Aceh;Kota Subulussalam;Penanggalan;Penuntungan;Desa
6442;11.75.02.2007;11.;11.75.;11.75.02.;11.75.02.2007;Aceh;Kota Subulussalam;Penanggalan;Jontor;Desa
6443;11.75.02.2008;11.;11.75.;11.75.02.;11.75.02.2008;Aceh;Kota Subulussalam;Penanggalan;Lae Motong;Desa
6444;11.75.02.2009;11.;11.75.;11.75.02.;11.75.02.2009;Aceh;Kota Subulussalam;Penanggalan;Lae Ikan;Desa
6445;11.75.02.2010;11.;11.75.;11.75.02.;11.75.02.2010;Aceh;Kota Subulussalam;Penanggalan;Lae Bersih;Desa
6446;11.75.02.2011;11.;11.75.;11.75.02.;11.75.02.2011;Aceh;Kota Subulussalam;Penanggalan;Dasan Raja;Desa
6447;11.75.02.2012;11.;11.75.;11.75.02.;11.75.02.2012;Aceh;Kota Subulussalam;Penanggalan;Penanggalan Timur;Desa
6448;11.75.02.2013;11.;11.75.;11.75.02.;11.75.02.2013;Aceh;Kota Subulussalam;Penanggalan;Penanggalan Barat;Desa
6449;11.75.03.2001;11.;11.75.;11.75.03.;11.75.03.2001;Aceh;Kota Subulussalam;Rundeng;Pasar Rundeng;Desa
6450;11.75.03.2002;11.;11.75.;11.75.03.;11.75.03.2002;Aceh;Kota Subulussalam;Rundeng;Dah;Desa
6451;11.75.03.2003;11.;11.75.;11.75.03.;11.75.03.2003;Aceh;Kota Subulussalam;Rundeng;Oboh;Desa
6452;11.75.03.2004;11.;11.75.;11.75.03.;11.75.03.2004;Aceh;Kota Subulussalam;Rundeng;Sepadan;Desa
6453;11.75.03.2005;11.;11.75.;11.75.03.;11.75.03.2005;Aceh;Kota Subulussalam;Rundeng;Sibuasan;Desa
6454;11.75.03.2006;11.;11.75.;11.75.03.;11.75.03.2006;Aceh;Kota Subulussalam;Rundeng;Binanga;Desa
6455;11.75.03.2007;11.;11.75.;11.75.03.;11.75.03.2007;Aceh;Kota Subulussalam;Rundeng;Kuta Beringin;Desa
6456;11.75.03.2008;11.;11.75.;11.75.03.;11.75.03.2008;Aceh;Kota Subulussalam;Rundeng;Muara Batu-batu;Desa
6457;11.75.03.2009;11.;11.75.;11.75.03.;11.75.03.2009;Aceh;Kota Subulussalam;Rundeng;Siperkas;Desa
6458;11.75.03.2010;11.;11.75.;11.75.03.;11.75.03.2010;Aceh;Kota Subulussalam;Rundeng;Lae Mate;Desa
6459;11.75.03.2011;11.;11.75.;11.75.03.;11.75.03.2011;Aceh;Kota Subulussalam;Rundeng;Sibungke;Desa
6460;11.75.03.2012;11.;11.75.;11.75.03.;11.75.03.2012;Aceh;Kota Subulussalam;Rundeng;Harapan Baru;Desa
6461;11.75.03.2013;11.;11.75.;11.75.03.;11.75.03.2013;Aceh;Kota Subulussalam;Rundeng;Teladan Baru;Desa
6462;11.75.03.2014;11.;11.75.;11.75.03.;11.75.03.2014;Aceh;Kota Subulussalam;Rundeng;Bulukur Makmur;Desa
6463;11.75.03.2015;11.;11.75.;11.75.03.;11.75.03.2015;Aceh;Kota Subulussalam;Rundeng;Badar;Desa
6464;11.75.03.2016;11.;11.75.;11.75.03.;11.75.03.2016;Aceh;Kota Subulussalam;Rundeng;Lae Pemulaan;Desa
6465;11.75.03.2017;11.;11.75.;11.75.03.;11.75.03.2017;Aceh;Kota Subulussalam;Rundeng;Panglima Saman;Desa
6466;11.75.03.2018;11.;11.75.;11.75.03.;11.75.03.2018;Aceh;Kota Subulussalam;Rundeng;Suak Jampak;Desa
6467;11.75.03.2019;11.;11.75.;11.75.03.;11.75.03.2019;Aceh;Kota Subulussalam;Rundeng;Geruguh;Desa
6468;11.75.03.2020;11.;11.75.;11.75.03.;11.75.03.2020;Aceh;Kota Subulussalam;Rundeng;Mandilam;Desa
6469;11.75.03.2021;11.;11.75.;11.75.03.;11.75.03.2021;Aceh;Kota Subulussalam;Rundeng;Tualang;Desa
6470;11.75.03.2022;11.;11.75.;11.75.03.;11.75.03.2022;Aceh;Kota Subulussalam;Rundeng;Kuala Kepeng;Desa
6471;11.75.03.2023;11.;11.75.;11.75.03.;11.75.03.2023;Aceh;Kota Subulussalam;Rundeng;Tanah Tumbuh;Desa
6472;11.75.04.2001;11.;11.75.;11.75.04.;11.75.04.2001;Aceh;Kota Subulussalam;Sultan Daulat;Pasir Belo;Desa
6473;11.75.04.2002;11.;11.75.;11.75.04.;11.75.04.2002;Aceh;Kota Subulussalam;Sultan Daulat;Bawan;Desa
6474;11.75.04.2003;11.;11.75.;11.75.04.;11.75.04.2003;Aceh;Kota Subulussalam;Sultan Daulat;Sigrun;Desa
6475;11.75.04.2004;11.;11.75.;11.75.04.;11.75.04.2004;Aceh;Kota Subulussalam;Sultan Daulat;Jabi-jabi;Desa
6476;11.75.04.2005;11.;11.75.;11.75.04.;11.75.04.2005;Aceh;Kota Subulussalam;Sultan Daulat;Lae Simolap;Desa
6477;11.75.04.2006;11.;11.75.;11.75.04.;11.75.04.2006;Aceh;Kota Subulussalam;Sultan Daulat;Lae Langge;Desa
6478;11.75.04.2007;11.;11.75.;11.75.04.;11.75.04.2007;Aceh;Kota Subulussalam;Sultan Daulat;Suka Maju;Desa
6479;11.75.04.2008;11.;11.75.;11.75.04.;11.75.04.2008;Aceh;Kota Subulussalam;Sultan Daulat;Gunung Bakti;Desa
6480;11.75.04.2009;11.;11.75.;11.75.04.;11.75.04.2009;Aceh;Kota Subulussalam;Sultan Daulat;Jambi Baru;Desa
6481;11.75.04.2010;11.;11.75.;11.75.04.;11.75.04.2010;Aceh;Kota Subulussalam;Sultan Daulat;Pulo Kedep;Desa
6482;11.75.04.2011;11.;11.75.;11.75.04.;11.75.04.2011;Aceh;Kota Subulussalam;Sultan Daulat;Pulo Belen;Desa
6483;11.75.04.2012;11.;11.75.;11.75.04.;11.75.04.2012;Aceh;Kota Subulussalam;Sultan Daulat;Singgersing;Desa
6484;11.75.04.2013;11.;11.75.;11.75.04.;11.75.04.2013;Aceh;Kota Subulussalam;Sultan Daulat;Namo Buaya;Desa
6485;11.75.04.2014;11.;11.75.;11.75.04.;11.75.04.2014;Aceh;Kota Subulussalam;Sultan Daulat;Cipare Pare;Desa
6486;11.75.04.2015;11.;11.75.;11.75.04.;11.75.04.2015;Aceh;Kota Subulussalam;Sultan Daulat;Bunga Tanjung;Desa
6487;11.75.04.2016;11.;11.75.;11.75.04.;11.75.04.2016;Aceh;Kota Subulussalam;Sultan Daulat;Cipar-Pari Timur;Desa
6488;11.75.04.2018;11.;11.75.;11.75.04.;11.75.04.2018;Aceh;Kota Subulussalam;Sultan Daulat;Darul Makmur;Desa
6489;11.75.04.2019;11.;11.75.;11.75.04.;11.75.04.2019;Aceh;Kota Subulussalam;Sultan Daulat;Jabi-Jabi Barat;Desa
6490;11.75.04.2020;11.;11.75.;11.75.04.;11.75.04.2020;Aceh;Kota Subulussalam;Sultan Daulat;Batu Napal;Desa
6491;11.75.05.2001;11.;11.75.;11.75.05.;11.75.05.2001;Aceh;Kota Subulussalam;Longkib;Longkib;Desa
6492;11.75.05.2002;11.;11.75.;11.75.05.;11.75.05.2002;Aceh;Kota Subulussalam;Longkib;Sepang;Desa
6493;11.75.05.2003;11.;11.75.;11.75.05.;11.75.05.2003;Aceh;Kota Subulussalam;Longkib;Panji;Desa
6494;11.75.05.2004;11.;11.75.;11.75.05.;11.75.05.2004;Aceh;Kota Subulussalam;Longkib;Lae Saga;Desa
6495;11.75.05.2005;11.;11.75.;11.75.05.;11.75.05.2005;Aceh;Kota Subulussalam;Longkib;Sikerabang;Desa
6496;11.75.05.2006;11.;11.75.;11.75.05.;11.75.05.2006;Aceh;Kota Subulussalam;Longkib;Rantau Panjang;Desa
6497;11.75.05.2007;11.;11.75.;11.75.05.;11.75.05.2007;Aceh;Kota Subulussalam;Longkib;Bukit Alim;Desa
6498;11.75.05.2008;11.;11.75.;11.75.05.;11.75.05.2008;Aceh;Kota Subulussalam;Longkib;Darul Aman;Desa
6499;11.75.05.2009;11.;11.75.;11.75.05.;11.75.05.2009;Aceh;Kota Subulussalam;Longkib;Bangun Sari;Desa
6500;11.75.05.2010;11.;11.75.;11.75.05.;11.75.05.2010;Aceh;Kota Subulussalam;Longkib;Darussalam;Desa
6501;12.01.01.1001;12.;12.01.;12.01.01.;12.01.01.1001;Sumatera Utara;Kabupaten Tapanuli Tengah;Barus;Pasar Batu Gerigis;Kelurahan
6502;12.01.01.1002;12.;12.01.;12.01.01.;12.01.01.1002;Sumatera Utara;Kabupaten Tapanuli Tengah;Barus;Padang Masiang;Kelurahan
6503;12.01.01.2003;12.;12.01.;12.01.01.;12.01.01.2003;Sumatera Utara;Kabupaten Tapanuli Tengah;Barus;Kampung Solok;Desa
6504;12.01.01.2004;12.;12.01.;12.01.01.;12.01.01.2004;Sumatera Utara;Kabupaten Tapanuli Tengah;Barus;Pasar Terandam;Desa
6505;12.01.01.2005;12.;12.01.;12.01.01.;12.01.01.2005;Sumatera Utara;Kabupaten Tapanuli Tengah;Barus;Sigambo Gambo;Desa
6506;12.01.01.2006;12.;12.01.;12.01.01.;12.01.01.2006;Sumatera Utara;Kabupaten Tapanuli Tengah;Barus;Ujung Batu;Desa
6507;12.01.01.2007;12.;12.01.;12.01.01.;12.01.01.2007;Sumatera Utara;Kabupaten Tapanuli Tengah;Barus;Kinali;Desa
6508;12.01.01.2008;12.;12.01.;12.01.01.;12.01.01.2008;Sumatera Utara;Kabupaten Tapanuli Tengah;Barus;Kampung Mudik;Desa
6509;12.01.01.2009;12.;12.01.;12.01.01.;12.01.01.2009;Sumatera Utara;Kabupaten Tapanuli Tengah;Barus;Aek Dakka;Desa
6510;12.01.01.2010;12.;12.01.;12.01.01.;12.01.01.2010;Sumatera Utara;Kabupaten Tapanuli Tengah;Barus;Patupangan;Desa
6511;12.01.01.2011;12.;12.01.;12.01.01.;12.01.01.2011;Sumatera Utara;Kabupaten Tapanuli Tengah;Barus;Gabungan Hasang;Desa
6512;12.01.01.2017;12.;12.01.;12.01.01.;12.01.01.2017;Sumatera Utara;Kabupaten Tapanuli Tengah;Barus;Bungo Tanjung;Desa
6513;12.01.01.2018;12.;12.01.;12.01.01.;12.01.01.2018;Sumatera Utara;Kabupaten Tapanuli Tengah;Barus;Kedai Gedang;Desa
6514;12.01.02.1001;12.;12.01.;12.01.02.;12.01.02.1001;Sumatera Utara;Kabupaten Tapanuli Tengah;Sorkam;Sorkam;Kelurahan
6515;12.01.02.1002;12.;12.01.;12.01.02.;12.01.02.1002;Sumatera Utara;Kabupaten Tapanuli Tengah;Sorkam;Pargarutan;Kelurahan
6516;12.01.02.1004;12.;12.01.;12.01.02.;12.01.02.1004;Sumatera Utara;Kabupaten Tapanuli Tengah;Sorkam;Tarutung Bolak;Kelurahan
6517;12.01.02.1009;12.;12.01.;12.01.02.;12.01.02.1009;Sumatera Utara;Kabupaten Tapanuli Tengah;Sorkam;Naipospos Barat;Kelurahan
6518;12.01.02.2003;12.;12.01.;12.01.02.;12.01.02.2003;Sumatera Utara;Kabupaten Tapanuli Tengah;Sorkam;Teluk Roban;Desa
6519;12.01.02.2005;12.;12.01.;12.01.02.;12.01.02.2005;Sumatera Utara;Kabupaten Tapanuli Tengah;Sorkam;Fajar;Desa
6520;12.01.02.2006;12.;12.01.;12.01.02.;12.01.02.2006;Sumatera Utara;Kabupaten Tapanuli Tengah;Sorkam;Pardamean;Desa
6521;12.01.02.2007;12.;12.01.;12.01.02.;12.01.02.2007;Sumatera Utara;Kabupaten Tapanuli Tengah;Sorkam;Pelita;Desa
6522;12.01.02.2008;12.;12.01.;12.01.02.;12.01.02.2008;Sumatera Utara;Kabupaten Tapanuli Tengah;Sorkam;Rianiate;Desa
6523;12.01.02.2010;12.;12.01.;12.01.02.;12.01.02.2010;Sumatera Utara;Kabupaten Tapanuli Tengah;Sorkam;Gonting Mahe;Desa
